@RELATION sessions

@ATTRIBUTE session_time NUMERIC
@ATTRIBUTE avg_session_time NUMERIC
@ATTRIBUTE visited_pages NUMERIC

@ATTRIBUTE /shuttle/countdown/ {F,T}
@ATTRIBUTE /shuttle/missions/sts-71/images/images.html {F,T}
@ATTRIBUTE /shuttle/missions/sts-71/mission-sts-71.html {F,T}
@ATTRIBUTE / {F,T}
@ATTRIBUTE /ksc.html {F,T}
@ATTRIBUTE /shuttle/countdown/liftoff.html {F,T}
@ATTRIBUTE /shuttle/missions/missions.html {F,T}
@ATTRIBUTE /icons/blank.xbm {F,T}
@ATTRIBUTE /icons/menu.xbm {F,T}
@ATTRIBUTE /htbin/cdt_main.pl {F,T}
@ATTRIBUTE /shuttle/missions/sts-71/movies/movies.html {F,T}
@ATTRIBUTE /history/apollo/apollo.html {F,T}
@ATTRIBUTE /history/apollo/apollo-13/apollo-13.html {F,T}
@ATTRIBUTE /history/history.html {F,T}
@ATTRIBUTE /shuttle/countdown/countdown.html {F,T}
@ATTRIBUTE /icons/image.xbm {F,T}
@ATTRIBUTE /shuttle/technology/sts-newsref/stsref-toc.html {F,T}
@ATTRIBUTE /shuttle/resources/orbiters/atlantis.html {F,T}
@ATTRIBUTE /icons/text.xbm {F,T}
@ATTRIBUTE /htbin/cdt_clock.pl {F,T}
@ATTRIBUTE /software/winvn/winvn.html {F,T}
@ATTRIBUTE /shuttle/countdown/lps/fr.html {F,T}
@ATTRIBUTE /shuttle/missions/sts-67/mission-sts-67.html {F,T}
@ATTRIBUTE /history/apollo/apollo-13/apollo-13-info.html {F,T}
@ATTRIBUTE /history/apollo/apollo-11/apollo-11.html {F,T}
@ATTRIBUTE /facilities/lc39a.html {F,T}
@ATTRIBUTE /shuttle/missions/sts-70/mission-sts-70.html {F,T}
@ATTRIBUTE /shuttle/countdown/tour.html {F,T}
@ATTRIBUTE /history/apollo/apollo-13/ {F,T}

@DATA
61.0,30.5,2,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1197.0,119.7,10,F,F,F,F,F,F,F,T,T,F,F,T,T,T,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F
1408.0,469.333333,3,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1691.0,120.785714,14,F,F,T,F,T,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
1719.0,114.6,15,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F
300.0,75.0,4,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1793.0,256.142857,7,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1732.0,288.666667,6,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1201.0,400.333333,3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1442.0,288.4,5,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
673.0,224.333333,3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
648.0,216.0,3,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
67.0,22.333333,3,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
128.0,18.285714,7,T,F,T,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
1708.0,427.0,4,T,F,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
471.0,47.1,10,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,T,F,F,F
39.0,19.5,2,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
114.0,38.0,3,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
367.0,73.4,5,T,T,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
125.0,62.5,2,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1047.0,116.333333,9,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
96.0,32.0,3,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
184.0,46.0,4,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
1655.0,827.5,2,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
443.0,55.375,8,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
163.0,27.166667,6,T,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
415.0,37.727273,11,F,F,F,F,F,F,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
194.0,48.5,4,T,T,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
11.0,5.5,2,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
145.0,36.25,4,F,F,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
163.0,54.333333,3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
790.0,395.0,2,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
49.0,16.333333,3,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
39.0,19.5,2,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
67.0,33.5,2,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
32.0,8.0,4,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
21.0,10.5,2,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
210.0,70.0,3,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
89.0,44.5,2,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
338.0,112.666667,3,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
92.0,18.4,5,T,F,F,F,F,T,F,F,F,T,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F
31.0,10.333333,3,T,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
63.0,21.0,3,T,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
158.0,79.0,2,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
912.0,228.0,4,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
201.0,67.0,3,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
1455.0,242.5,6,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
39.0,19.5,2,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
877.0,73.083333,12,F,T,F,T,F,F,F,T,T,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F
463.0,115.75,4,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
366.0,91.5,4,T,T,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
128.0,42.666667,3,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
1726.0,863.0,2,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
545.0,109.0,5,F,F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
391.0,97.75,4,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
84.0,16.8,5,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1440.0,90.0,16,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
62.0,15.5,4,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
16.0,8.0,2,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
60.0,30.0,2,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
23.0,11.5,2,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1132.0,188.666667,6,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F
132.0,66.0,2,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
10.0,5.0,2,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
447.0,111.75,4,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1705.0,155.0,11,F,F,T,F,T,T,F,F,F,F,F,F,F,F,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F
46.0,23.0,2,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
22.0,11.0,2,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
60.0,20.0,3,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
136.0,27.2,5,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
391.0,78.2,5,F,F,F,F,F,T,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
31.0,15.5,2,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
85.0,28.333333,3,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
46.0,23.0,2,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
17.0,5.666667,3,T,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
810.0,67.5,12,T,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
74.0,18.5,4,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
80.0,26.666667,3,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
383.0,54.714286,7,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
25.0,12.5,2,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
67.0,33.5,2,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
35.0,11.666667,3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
62.0,15.5,4,T,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
178.0,59.333333,3,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1633.0,816.5,2,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1579.0,92.882353,17,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T
29.0,14.5,2,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
305.0,152.5,2,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
666.0,133.2,5,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
1591.0,397.75,4,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1491.0,82.833333,18,T,F,F,F,T,F,F,T,T,F,F,T,T,F,F,T,F,F,T,F,F,F,F,T,T,F,F,F,T
177.0,59.0,3,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
894.0,63.857143,14,T,F,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
324.0,81.0,4,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
609.0,55.363636,11,F,F,F,T,F,F,F,T,T,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
497.0,62.125,8,T,F,T,F,F,F,T,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
911.0,455.5,2,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
664.0,221.333333,3,F,T,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1397.0,155.222222,9,F,T,T,F,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F
1425.0,178.125,8,T,F,F,T,F,T,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
552.0,69.0,8,F,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
371.0,61.833333,6,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
369.0,36.9,10,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
140.0,46.666667,3,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
47.0,23.5,2,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
603.0,100.5,6,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1505.0,188.125,8,T,F,F,F,T,F,T,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
23.0,11.5,2,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
27.0,13.5,2,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
1181.0,393.666667,3,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
48.0,24.0,2,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
314.0,104.666667,3,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
1307.0,261.4,5,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
94.0,31.333333,3,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
561.0,280.5,2,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
215.0,21.5,10,F,F,T,T,F,F,F,F,F,F,T,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F
639.0,33.631579,19,F,F,F,F,T,F,F,T,T,F,F,T,F,T,F,T,F,F,T,F,F,F,F,F,T,F,F,F,F
59.0,29.5,2,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1289.0,128.9,10,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F
476.0,95.2,5,F,F,F,F,T,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
444.0,88.8,5,T,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
92.0,30.666667,3,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1406.0,78.111111,18,F,T,F,F,T,F,F,T,T,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F
64.0,32.0,2,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1288.0,42.933333,30,F,F,F,F,F,T,F,T,T,F,F,F,F,F,F,T,F,T,T,T,F,F,F,F,F,T,F,F,F
106.0,26.5,4,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F
189.0,37.8,5,T,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
141.0,70.5,2,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
200.0,66.666667,3,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1795.0,94.473684,19,F,F,F,T,F,F,T,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
782.0,71.090909,11,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F
83.0,41.5,2,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
953.0,476.5,2,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1118.0,31.942857,35,F,F,F,F,T,F,F,T,T,F,F,T,T,T,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F
212.0,70.666667,3,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
78.0,39.0,2,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
448.0,74.666667,6,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
87.0,43.5,2,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
23.0,3.285714,7,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F
74.0,24.666667,3,F,F,F,T,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
305.0,23.461538,13,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
26.0,13.0,2,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
43.0,21.5,2,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
84.0,42.0,2,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1655.0,331.0,5,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
213.0,42.6,5,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
93.0,31.0,3,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
39.0,19.5,2,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1360.0,340.0,4,T,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
46.0,23.0,2,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
47.0,15.666667,3,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
36.0,18.0,2,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
593.0,98.833333,6,F,F,F,F,F,F,F,T,T,F,F,F,T,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F
372.0,46.5,8,F,F,F,F,T,F,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
196.0,65.333333,3,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
66.0,22.0,3,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F
984.0,82.0,12,F,F,F,F,F,F,F,T,T,F,F,T,T,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F
87.0,21.75,4,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
260.0,37.142857,7,T,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
488.0,122.0,4,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
71.0,23.666667,3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
435.0,62.142857,7,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
140.0,46.666667,3,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1109.0,55.45,20,F,F,F,F,T,F,T,T,T,F,F,F,F,T,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F
229.0,28.625,8,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F
1424.0,203.428571,7,F,T,F,T,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
674.0,168.5,4,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
121.0,40.333333,3,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1419.0,236.5,6,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
258.0,51.6,5,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
553.0,55.3,10,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
1124.0,124.888889,9,T,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F
620.0,310.0,2,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
66.0,33.0,2,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
616.0,68.444444,9,F,F,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
56.0,14.0,4,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
101.0,33.666667,3,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
136.0,45.333333,3,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F
285.0,47.5,6,T,T,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1778.0,222.25,8,F,F,F,F,T,T,F,T,T,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F
3.0,1.5,2,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
87.0,43.5,2,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1786.0,595.333333,3,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1757.0,351.4,5,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
146.0,36.5,4,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
816.0,62.769231,13,F,F,F,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
1608.0,178.666667,9,F,F,T,T,F,F,F,F,F,F,T,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F
1474.0,737.0,2,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1733.0,577.666667,3,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F
79.0,39.5,2,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
